chromosome	start	end	strand	ddb_g	genename	description
chr6	1489407	1490889	-	DDB_G0292328	iliM	similar to bacterial aromatic-ring hydroxylases and fungal monooxygenases%3B induced by %3Ci%3ELegionella pneumophila%3C%2Fi%3E infection
chr6	1491265	1494036	-	DDB_G0292266	amdA	required for spore formation%3B inhibits the formation of aspidocytes%3B catalyzes the reaction AMP %2B H%3Csub%3E2%3C%2Fsub%3EO %3D IMP %2B NH%3Csub%3E3%3C%2Fsub%3E%3Cbr%3E %3Cb%3ENomenclature conflict: %3C%2Fb%3E Do not confuse this gene with amd1%2C encoding S-adenosylmethionine decarboxylase
chr6	1495780	1496322	+	DDB_G0292330	DDB_G0292330	NA
chr6	1496951	1500625	+	DDB_G0292350	DDB_G0292350	kinase domain similar to those of mitogen-activated protein kinases
chr6	1500852	1501412	+	DDB_G0292332	DDB_G0292332	NA
chr6	1502579	1504973	-	DDB_G0292334	DDB_G0292334	the C-terminal of this protein is conserved
chr6	1506515	1508114	-	DDB_G0292364	DDB_G0292364_TE	putative DNA transposon Tdd-4 fragment%3B refer to U57081 for full-length consensus element
chr6	1508214	1510445	-	DDB_G0292352	DDB_G0292352_TE	putative DNA transposon Tdd-4%3B refer to U57081 for full-length consensus element
chr6	1512244	1513479	-	DDB_G0292336	DDB_G0292336	NA
chr6	1514365	1515402	-	DDB_G0292366	DDB_G0292366	NA
chr6	1516008	1516856	+	DDB_G0292368	DDB_G0292368	NA
chr6	1516913	1518719	-	DDB_G0292370	DDB_G0292370_RTE	partial ORF2 protein of tRNA-specific non-long terminal repeat retrotransposon TRE3-B%3B refer to GenBank AF134170 for full-length consensus element
chr6	1518919	1521774	-	DDB_G0292372	DDB_G0292372_RTE	ORF2 protein encoding endonuclease and reverse transcriptase of tRNA-specific non-long terminal repeat retrotransposon TRE3-A%3B refer to GenBank AF134169 for full-length consensus element
chr6	1522623	1523708	-	DDB_G0292374	DDB_G0292374_RTE	ORF1 of tRNA-specific non-long terminal repeat retrotransposon TRE3-A%3B refer to GenBank AF134169 for full-length consensus element
chr6	1524225	1527408	-	DDB_G0292338	DDB_G0292338_RTE	ORF2 protein encoding endonuclease and reverse transcriptase of tRNA-specific non-long terminal repeat retrotransposon TRE3-A%3B refer to GenBank AF134169 for full-length consensus element
chr6	1527937	1529016	-	DDB_G0292376	DDB_G0292376_RTE	ORF1 of tRNA-specific non-long terminal repeat retrotransposon TRE3-A%3B refer to GenBank AF134169 for full-length consensus element
chr6	1529428	1529500	-	DDB_G0295449	tRNA-Ala-AGC-15	transfers an alanine residue to a growing polypeptide chain during protein synthesis%0A
chr6	1532417	1533751	+	DDB_G0292516	DDB_G0292516_RTE	ORF1 of tRNA-specific non-long terminal repeat retrotransposon TRE5-A%3B formerly known as DRE
chr6	1536171	1539548	-	DDB_G0292394	DDB_G0292394	NA
chr6	1540535	1544093	+	DDB_G0292396	DDB_G0292396	NA
chr6	1544203	1550722	-	DDB_G0292398	psmE4	activator subunit of the 20S proteasome (macropain)%2C the endopeptidase complex involved in an ATP%2Fubiquitin-dependent nonlysosomal proteolytic pathway%3B in eukaryotes composed of up to 28 subunits%2C which form a highly ordered ring-shaped structure (20S ring)
chr6	1551408	1552211	-	DDB_G0292400	vps2B	putative ortholog of human CHMP2A (Chromatin Modifying Protein 2A) and yeast DID4 (Doa4-Independent Degradation)%2C component of the ESCRT-III complex (endosomal sorting complex required for transport)
chr6	1553006	1553347	+	DDB_G0292518	DDB_G0292518	NA
chr6	1553647	1555474	-	DDB_G0292402	hacl1	putative 2-hydroxyacyl-CoA lyase%3B which cleaves a 2-hydroxy-3-methylacyl-CoA into formyl-CoA and a 2-methyl-branched fatty aldehyde
chr6	1556012	1557801	-	DDB_G0292404	sti1	ortholog of S. cerevisiae STI1 and H. sapiens STIP1
chr6	1558648	1559514	+	DDB_G0292406	rab4	similar to H. sapiens rab4B
chr6	1560005	1560838	+	DDB_G0292408	DDB_G0292408	NA
chr6	1561008	1562308	-	DDB_G0292410	DDB_G0292410	similar to %3Ci%3EH. sapiens%3C%2Fi%3E zinc finger CCCH-type containing 15 and %3Ci%3EM. musculus%3C%2Fi%3E immediate early response%2C erythropoietin 4
chr6	1563103	1565321	-	DDB_G0292412	DDB_G0292412	similar to S. cerevisiae and S. pombe TRK1 and TRK2 potassium transporters%3B contains 9 predicted transmembrane domains
chr6	1566054	1568816	-	DDB_G0292414	DDB_G0292414	NA
chr6	1569201	1572480	-	DDB_G0292416	DDB_G0292416	NA
chr6	1574061	1575913	-	DDB_G0292510	drap1	ortholog of Dr1-associated corepressor
chr6	1576374	1578657	-	DDB_G0292418	itfg1	very conserved protein%2C the Dictyostelium protein contains 7 putative FG-GAP repeats%3B conserved protein also known as T-cell immunomodulatory protein%3B contains a putative N-terminal signal peptide and a C-terminal transmembrane domain.
chr6	1579394	1580040	+	DDB_G0292420	mrpl53	protein component of the mitochondrial large ribosomal subunit
chr6	1580488	1582823	-	DDB_G0292422	DDB_G0292422	contains two RNA recognition motifs (RRMs)%2C which are putative RNA binding domains
chr6	1583730	1588013	-	DDB_G0292392	Dd5P3	NA
chr6	1591188	1591934	+	DDB_G0292520	DDB_G0292520	NA
chr6	1592145	1592902	-	DDB_G0292388	rpl27a	protein component of the large (60S) ribosomal subunit
chr6	1593747	1594763	+	DDB_G0292424	DDB_G0292424	NA
chr6	1595140	1596418	-	DDB_G0292426	pitD	belongs to the phosphatidylinositol transfer protein family
chr6	1597521	1601190	-	DDB_G0292524	DDB_G0292524	dymeclin ortholog%2C involoved in Dyggve-Melchior-Clausen syndrome
chr6	1601647	1603185	-	DDB_G0292428	DDB_G0292428	NA
chr6	1603469	1605457	-	DDB_G0294629	DDB_G0294629	NA
chr6	1606038	1606826	-	DDB_G0294627	DDB_G0294627	NA
chr6	1607077	1607319	-	DDB_G0294625	DDB_G0294625_ps	putative pseudogene%3B conserved Dictyostelium protein family
chr6	1607713	1608038	-	DDB_G0292526	DDB_G0292526	NA
chr6	1609068	1610390	-	DDB_G0292430	DDB_G0292430	NA
chr6	1610862	1612676	-	DDB_G0292432	DDB_G0292432	NA
chr6	1614536	1616629	+	DDB_G0295841	DDB_G0295841	NA
chr6	1616689	1617934	-	DDB_G0292528	DDB_G0292528	NA
chr6	1618538	1619731	+	DDB_G0292434	DDB_G0292434	NA
chr6	1620628	1623121	-	DDB_G0292436	triA	prespore-specific gene that regulates cell sorting and morphogenesis%3B in mutants the spore mass is suspended halfway up the stalk%3Cbr%3E %3Cb%3ENomenclature note:%3C%2Fb%3E trishanku is the king in Hindu mythology who is suspended halfway between heaven and earth 
chr6	1625548	1628836	+	DDB_G0292530	DDB_G0292530	similar to D. purpureum protein
chr6	1629116	1630501	-	DDB_G0292532	DDB_G0292532_ps	Dictyostelium family gene
chr6	1631231	1632260	+	DDB_G0292438	DDB_G0292438	NA
chr6	1632296	1633363	-	DDB_G0292440	DDB_G0292440	NA
chr6	1633774	1634050	+	DDB_G0292534	DDB_G0292534	NA
chr6	1634108	1634518	-	DDB_G0292536	DDB_G0292536_ps	putative pseudogene%3B carbohydrate%2Fpurine kinase domain-containing protein%3B similar to %3Ca href%3D%22%2Fdb%2Fcgi-bin%2Fgene_page.pl?primary_id%3DDDB_G0292440%22%3E%3Ci%3EDDB_G0292440%3C%2Fi%3E%3C%2Fa%3E
chr6	1635942	1637975	+	DDB_G0292538	gtpbp1	ortholog of the mammalian GTPBP1 and very similar to GTPBP2%3B contains a translation elongation factor EFTu%2FEF1A%2C domain 2 and C-terminal domain
chr6	1638801	1641612	-	DDB_G0292442	DDB_G0292442	phosphorylates NAD%2B to NADP%2B
chr6	1642791	1647510	-	DDB_G0292550	DDB_G0292550	NA
chr6	1649565	1650758	-	DDB_G0292378	fhbA	NA
chr6	1651520	1652908	-	DDB_G0292380	fhbB	NA
chr6	1653442	1654955	-	DDB_G0292444	DDB_G0292444	contains two SAP domains
chr6	1655640	1659548	+	DDB_G0292446	DDB_G0292446	NA
chr6	1659633	1660676	-	DDB_G0292448	DDB_G0292448	NA
chr6	1660973	1663352	+	DDB_G0292450	DDB_G0292450	NA
chr6	1664089	1664160	-	DDB_G0295447	tRNA-Cys-GCA-8	transfers a cysteine residue to a growing polypeptide chain during protein synthesis%0A
chr6	1664228	1666387	+	DDB_G0292452	DDB_G0292452_RTE	ORF2 protein encoding endonuclease and reverse transcriptase of tRNA-specific non-long terminal repeat retrotransposon TRE5-B%3B refer to GenBank AF298209 for consensus full-length element
chr6	1666854	1667990	+	DDB_G0292454	DDB_G0292454	NA
chr6	1668118	1670506	-	DDB_G0292456	apeh	enzyme cleaves an N-acetyl or N-formyl amino acid from the N-terminus of a polypeptide
chr6	1671355	1673121	+	DDB_G0292458	DDB_G0292458	NA
chr6	1673522	1674865	-	DDB_G0292382	psmC5	ATPase subunit and regulatory subcomplex of the 26S proteasome%3B developmentally regulated TAT binding protein homolog
chr6	1676096	1677186	+	DDB_G0292460	rpl6	protein component of the large (60S) ribosomal subunit%3B ribosomal protein L6 homolog
chr6	1678244	1679313	+	DDB_G0292462	DDB_G0292462	NA
chr6	1679719	1681302	+	DDB_G0292464	DDB_G0292464	homolog of human DGCR14%2C believed to play a role in velocardiofacial%2FDiGeorge syndrome (VCFS%2FDGS)
chr6	1681385	1683587	-	DDB_G0292466	nol10	ortholog of H. sapiens NOL10 and S. cerevisiae ENP2
chr6	1683880	1685955	+	DDB_G0292468	DDB_G0292468	NA
chr6	1686299	1688407	+	DDB_G0292470	anapc7	component of the anaphase-promoting complex%2Fcyclosome (APC%2FC)%2C a cell cycle-regulated ubiquitin ligase that controls progression through the cell cycle
chr6	1689735	1691662	+	DDB_G0292472	DDB_G0292472	NA
chr6	1692117	1693421	-	DDB_G0292474	DDB_G0292474	NA
chr6	1694801	1697129	+	DDB_G0292390	atg1	Dictyostelium homolog of yeast atg1%2C belongs to the ULK (Unc-51-like kinase) family of kinases%3B required for macroautophagy
chr6	1697908	1699365	+	DDB_G0292476	DDB_G0292476	similar to human PRSS16 (thymus-specific serine protease)%3B contains a putative signal peptide
chr6	1700323	1701189	-	DDB_G0292540	DDB_G0292540_RTE	partial ORF2 protein of tRNA-specific non-long terminal repeat retrotransposon TRE3-B%3B refer to GenBank AF134170 for full-length consensus element
chr6	1702357	1702674	-	DDB_G0292542	DDB_G0292542	NA
chr6	1703275	1703347	-	DDB_G0295445	tRNA-Lys-UUU-23	transfers a lysine residue to a growing polypeptide chain during protein synthesis%0A
chr6	1704175	1708149	+	DDB_G0292478	DDB_G0292478	NA
chr6	1708601	1710848	+	DDB_G0292480	DDB_G0292480	NA
chr6	1711273	1711824	+	DDB_G0292482	DDB_G0292482	NA
chr6	1712190	1713806	+	DDB_G0292484	DDB_G0292484	NA
chr6	1717075	1725454	+	DDB_G0292544	pks42	putative type I iterative polyketide synthase
chr6	1725966	1734352	+	DDB_G0292488	pks43_ps	putative pseudogene%3B beta-ketoacyl synthase family protein
chr6	1734904	1735743	+	DDB_G0292492	DDB_G0292492	NA
chr6	1735919	1739473	-	DDB_G0292386	carmil	NA
chr6	1739944	1743059	-	DDB_G0292494	DDB_G0292494	similar to human TTC39A and TTC39B%3B matches PFAM outer membrane protein%2C IML2%2C mitochondrial%2Ftetratricopeptide repeat protein 39
chr6	1743792	1745652	+	DDB_G0292496	cyp520A1	NA
chr6	1745775	1745927	-	DDB_G0292498	DDB_G0292498	NA
chr6	1746019	1746759	-	DDB_G0292500	DDB_G0292500	NA
chr6	1747364	1748056	+	DDB_G0292502	DDB_G0292502	NA
chr6	1748396	1752103	+	DDB_G0292504	rad17	similar to S. pombe and H. sapiens RAD17%2C and S. cerevisiae RAD24%3B component of Rad17-RFC complex%2C which loads the 9-1-1 (Rad9-Rad1-Hus1) complex onto damaged DNA
chr6	1752243	1753304	-	DDB_G0292546	DDB_G0292546	NA
chr6	1754062	1755226	+	DDB_G0292384	abcH1	consists of one ABC domain and lacks a transmembrane domain
chr6	1755318	1757612	-	DDB_G0292506	DDB_G0292506	NA
chr6	1757953	1758587	-	DDB_G0292508	aplP	NA
chr6	1758891	1758972	+	DDB_G0295311	tRNA-Ser-UGA-10	transfers a serine residue to a growing polypeptide chain during protein synthesis%0A
chr6	1759374	1760057	-	DDB_G0292548	DDB_G0292548_RTE	ORF2 protein encoding endonuclease and reverse transcriptase of tRNA-specific non-long terminal repeat retrotransposon TRE3-A%3B refer to GenBank AF134169 for full-length consensus element
chr6	1761326	1761407	-	DDB_G0295443	tRNA-Ser-UGA-12	transfers a serine residue to a growing polypeptide chain during protein synthesis%0A
chr6	1762213	1763550	+	DDB_G0295797	DDB_G0295797	contains a signal peptide
chr6	1763747	1764499	-	DDB_G0295799	DDB_G0295799	weakly similar to smlA
chr6	1765213	1765695	+	DDB_G0295801	DDB_G0295801	NA
chr6	1765779	1768147	-	DDB_G0295791	DDB_G0295791	NA
chr6	1769740	1774509	+	DDB_G0295683	DDB_G0295683	NA
chr6	1775198	1775683	+	DDB_G0295803	DDB_G0295803	NA
chr6	1776201	1776283	+	DDB_G0295313	tRNA-Leu-UAA-13	transfers a leucine residue to a growing polypeptide chain during protein synthesis%0A
chr6	1777391	1777665	+	DDB_G0292712	DDB_G0292712_RTE	ORF2 protein encoding endonuclease and reverse transcriptase of tRNA-specific non-long terminal repeat retrotransposon TRE3-A%3B refer to GenBank AF134169 for full-length consensus element
chr6	1778529	1779572	-	DDB_G0292568	DDB_G0292568	NA
chr6	1780390	1784905	+	DDB_G0292714	DDB_G0292714	NA
chr6	1784981	1785588	-	DDB_G0292570	DDB_G0292570	NA
chr6	1786504	1788697	-	DDB_G0292554	abcB5	half transporter%2C consisting of one ABC domain and one transmembrane domain
chr6	1789760	1790180	+	DDB_G0292572	DDB_G0292572_ps	putative pseudogene%3B fragment%3B similar to D. discoideum gene %3Ca href%3D%22%2Fgene%2FDDB_G0271784%22%3EDDB_G0271784%3C%2Fa%3E 
chr6	1791327	1792316	+	DDB_G0292574	DDB_G0292574	NA
chr6	1792509	1794115	-	DDB_G0292576	DDB_G0292576_ps	putative pseudogene%3B fragment%2C very similar to %3Ca href%3D%22%2Fgene%2FDDB_G0271786%22%3EDDB_G0271786%3C%2Fa%3E
chr6	1794634	1794706	+	DDB_G0295315	tRNA-Lys-UUU-20	transfers a lysine residue to a growing polypeptide chain during protein synthesis%0A
chr6	1794964	1795537	-	DDB_G0292718	DDB_G0292718_ps	putative pseudogene%3B fragment%2C similar to %3Ca href%3D%22%2Fgene%2FDDB_G0278527%22%3EDDB_G0278527%3C%2Fa%3E%3B back to back with another pseudogene fragment for this gene on the opposite strand
chr6	1795540	1796000	+	DDB_G0292720	DDB_G0292720_ps	putative pseudogene%3B fragment%2C similar to %3Ca href%3D%22%2Fgene%2FDDB_G0278527%22%3EDDB_G0278527%3C%2Fa%3E%3B back to back with another pseudogene fragment for this gene in the opposite direction
chr6	1796405	1799806	-	DDB_G0292578	DDB_G0292578	NA
chr6	1800000	1801087	-	DDB_G0292580	DDB_G0292580_ps	putative pseudogene%3B similar to D. discoideum gene %3Ca href%3D%22%2Fgene%2FDDB_G0285087%22%3EDDB_G0285087%3C%2Fa%3E 
chr6	1801506	1801578	-	DDB_G0295441	tRNA-Asn-GUU-19	transfers an asparagine residue to a growing polypeptide chain during protein synthesis%0A
chr6	1801613	1801945	-	DDB_G0292582	DDB_G0292582_ps	putative pseudogene%3B similar to %3Ca href%3D%22%2Fdb%2Fcgi-bin%2Fgene_page.pl?primary_id%3DDDB_G0289723%22%3E%3Ci%3Eabhd%3C%2Fi%3E%3C%2Fa%3E
chr6	1802425	1803401	-	DDB_G0292584	rnaseh2A	catalytic subunit of RNase HII%2C an endonuclease that specifically degrades the RNA of RNA:DNA hybrids%3B defects in H. sapiens RNASEH2A cause Aicardi-Goutieres syndrome type 4 a genetically heterogeneous autosomal recessive encephalopathy
chr6	1803595	1805049	+	DDB_G0292586	DDB_G0292586	NA
chr6	1805115	1814945	-	DDB_G0292564	iplA	required for cAMP-stimulated Ca2%2B uptake
chr6	1815723	1816671	-	DDB_G0292588	rer1	conserved protein%2C involved in the retrieval of some endoplasmic reticulum membrane proteins from the early golgi compartment%3B contains 3 predicted transmembrane domains
chr6	1817104	1819395	-	DDB_G0292590	DDB_G0292590	NA
chr6	1819608	1820776	-	DDB_G0292592	lst8	component of the TORC2 (Tor complex 2) with Tor%2C Rip3%2C and PiaA that plays a role in regulation of adenylate cyclase (ACA) and protein kinase B (PKB) activation during aggregation
chr6	1821453	1822974	+	DDB_G0292594	cyc1	ortholog of the heme-containing component of the cytochrome b-c1 complex (CYC1)%2C which accepts electrons from Rieske protein and transfers electrons to cytochrome c in the mitochondrial respiratory chain
chr6	1823383	1823970	-	DDB_G0292596	ube2v	putative ortholog of H. sapiens UBE2V1 and S. cerevisiae MMS2
chr6	1825370	1825662	+	DDB_G0292598	DDB_G0292598	weakly similar to hssA%2F2C%2F7E family protein%3B has a similar gene structure with a N terminal 13 nt exon  
chr6	1826095	1827141	+	DDB_G0292600	mdhB	catalyzes the reaction malate %2B NAD %3C%3D%3E oxaloacetate %2B NADH%3B contains a predicted mitochondrial transit peptide
chr6	1827272	1828150	-	DDB_G0292602	DDB_G0292602	NA
chr6	1828931	1829448	+	DDB_G0292604	dduC	downregulated in the uninfected %3Ca href%3D%22%2Fdb%2Fcgi-bin%2Fgene_page.pl?primary_id%3DDDB_G0277071%22%3E%3Ci%3EdupA%3C%2Fi%3E%3C%2Fa%3E mutant
chr6	1830985	1833081	+	DDB_G0292606	tmem20	putative drug%2Fmetabolite transporter%2C containing 10 predicted transmembrane domains
chr6	1833377	1833449	+	DDB_G0295317	tRNA-Asn-GUU-16	transfers an asparagine residue to a growing polypeptide chain during protein synthesis%0A
chr6	1833713	1834839	+	DDB_G0292608	med4	ortholog of the mediator of RNA polymerase II transcription subunit 4%3B the mediator complex functions as a bridge to convey information from gene-specific regulatory proteins to the basal RNA polymerase II transcription machinery
chr6	1834902	1835927	-	DDB_G0292722	DDB_G0292722	NA
chr6	1836361	1836431	+	DDB_G0295319	tRNA-Gly-GCC-15	transfers a glycine residue to a growing polypeptide chain during protein synthesis 
chr6	1837565	1837635	-	DDB_G0295439	tRNA-Gly-GCC-18	transfers a glycine residue to a growing polypeptide chain during protein synthesis 
chr6	1837996	1838066	-	DDB_G0295437	tRNA-His-GUG-10	transfers a histidine residue to a growing polypeptide chain during protein synthesis%0A
chr6	1838484	1839573	-	DDB_G0292610	DDB_G0292610	contains one putative transmembrane domain
chr6	1840465	1841967	+	DDB_G0292612	DDB_G0292612	NA
chr6	1842218	1842570	-	DDB_G0292614	DDB_G0292614	NA
chr6	1843458	1843778	-	DDB_G0292704	DDB_G0292704	NA
chr6	1845104	1847413	+	DDB_G0292616	DDB_G0292616	NA
chr6	1847428	1848747	-	DDB_G0292618	ogg1	similar to E. coli MutM and OGG1%2C a bifunctional DNA glycosylase that contains an activity that excises 8-oxoguanine and other derivatives of guanine from DNA and a beta-lyase activity that nicks DNA 3%27 of the lesion
chr6	1849018	1849878	+	DDB_G0292620	coq4	similar to S. cerevisiae COQ4%2C a protein of unknown function required for ubiquinone biosynthesis
chr6	1851269	1853150	+	DDB_G0292622	phdG	contains 3 PH domains
chr6	1853349	1859570	-	DDB_G0292724	taf2	TFIID subunit%2C involved in RNA polymerase II transcription initiation%2C ortholog of H. sapiens and S. cerevisiae TAF2
chr6	1860016	1862884	-	DDB_G0304683	DDB_G0304683	NA
chr6	1864394	1866302	+	DDB_G0292624	DDB_G0292624	protein serine%2Fthreonine kinase%2C CAMK group%2C CAMK1 family%3B similar to the Dictyostelium myosin light chain kinase (mlkA) and mammalian CAM kinases
chr6	1866598	1867916	+	DDB_G0292626	DDB_G0292626	belongs to the RAS-like GTPase superfamily%3B similar to bacterial GTP-binding protein YchF%3B similar to D. purpureum protein
chr6	1868427	1869042	+	DDB_G0292628	DDB_G0292628	NA
chr6	1869424	1869494	+	DDB_G0295321	tRNA-Pro-AGG-1	transfers a proline residue to a growing polypeptide chain during protein synthesis%0A
chr6	1870453	1870535	-	DDB_G0295435	tRNA-Leu-UAA-17	transfers a leucine residue to a growing polypeptide chain during protein synthesis%0A
chr6	1870947	1871698	+	DDB_G0292630	DDB_G0292630	NA
chr6	1872495	1874375	+	DDB_G0292632	folC	catalyzes the reaction L-glutamate %2B H4PteGlu(n) %2B ATP %3C%3D%3E H4PteGlu(n%2B1) %2B phosphate %2B ADP%3B responsible for the addition of a polyglutamate tail to folate and folate derivatives
chr6	1874997	1875491	+	DDB_G0292634	DDB_G0292634	NA
chr6	1875598	1876080	-	DDB_G0292636	DDB_G0292636	NA
chr6	1877443	1882150	+	DDB_G0292556	DDB_G0292556	NA
chr6	1882209	1882772	-	DDB_G0292558	fam96A	conserved protein
chr6	1884330	1885070	+	DDB_G0292560	racJ	NA
